City Name,Population,Area (sq. km),Smart Infrastructure Score,Energy Consumption,Public Transport Usage,Air Quality Index,Education Index,Healthcare Index,Employment Rate,Smart Grid Adoption,Waste Management Score,Internet Speed (Mbps),Safety Index,Cost of Living Index
City2234,936248,585.3,12.3,587.0,20.1,23.2,13.0,28.3,50.9,24.0,26.5,201.7,42.0,46.6
City2235,49234,115.1,71.8,239.7,53.4,84.3,72.7,75.2,78.2,57.6,78.0,334.8,83.3,97.6
City2236,746439,1145.6,45.3,381.8,51.7,50.4,51.6,41.9,71.1,43.4,38.2,280.2,56.8,50.0
City2237,273753,179.7,34.2,530.0,51.7,44.6,31.6,44.4,65.0,34.6,25.0,247.9,27.8,63.9
City2238,70578,341.4,37.4,472.0,32.4,32.1,33.2,35.0,62.1,30.8,44.3,185.5,43.0,77.4
City2239,151774,79.9,61.2,505.1,57.9,59.6,62.4,64.2,65.6,58.0,57.6,328.8,54.0,80.3
City2240,701408,74.0,42.1,681.3,44.2,43.0,33.9,31.7,56.5,27.6,26.8,210.3,46.4,64.2
City2241,311219,558.8,56.8,486.4,56.5,64.0,38.5,42.7,67.4,32.8,47.3,206.0,56.6,67.2
City2242,608150,143.7,46.6,610.3,35.8,44.5,36.7,33.2,60.4,34.3,47.0,202.3,30.7,59.0
City2243,4269540,87.8,51.1,430.1,60.7,48.0,49.6,42.4,64.5,39.6,44.3,218.8,69.5,78.8
City2244,30033,113.1,45.6,355.5,38.0,63.2,52.3,46.2,76.1,49.2,60.6,283.2,50.9,56.6
City2245,2582058,566.1,88.0,379.5,62.4,85.9,66.4,85.6,73.9,72.9,62.3,348.7,58.9,72.6
City2246,310549,115.0,51.3,321.8,41.9,58.6,55.0,53.8,71.9,58.7,38.7,291.9,50.8,64.9
City2247,76244,212.5,23.1,494.2,27.0,28.1,43.0,37.5,55.7,42.7,28.6,176.5,24.2,57.9
City2248,41671,249.1,39.5,461.2,35.9,29.4,34.9,24.1,56.8,34.5,28.0,168.9,14.4,63.6
City2249,205917,50.0,31.7,637.3,36.4,46.3,22.8,16.9,48.9,16.8,35.4,166.2,28.3,75.0
City2250,975114,50.0,68.7,540.7,51.0,57.1,60.0,70.5,87.3,72.1,45.8,302.6,62.9,85.2
City2251,224455,366.3,44.5,617.9,45.8,46.7,47.1,37.0,59.0,29.2,51.0,225.7,36.1,59.3
City2252,2225777,101.0,27.4,848.5,32.8,27.1,30.2,44.0,58.2,39.5,32.6,165.3,56.6,72.0
City2253,35184,869.6,58.3,607.5,53.7,54.0,56.8,59.0,82.9,58.7,54.8,265.2,58.2,87.7
City2254,263834,780.7,55.6,296.7,60.7,58.0,65.8,57.9,74.9,55.1,53.8,285.0,65.1,85.5
City2255,46474,580.0,21.9,648.3,28.5,30.3,16.5,13.4,58.7,6.9,8.8,146.9,16.4,62.1
City2256,446450,2172.7,23.7,617.5,40.3,24.3,23.1,23.4,62.7,27.2,18.8,180.0,12.7,57.5
City2257,928794,221.5,54.1,483.4,39.8,39.2,47.9,39.1,62.6,35.1,65.1,247.6,53.1,76.6
City2258,148885,533.1,42.7,768.0,29.6,43.2,32.8,26.1,64.3,43.8,30.5,155.2,42.0,48.7
City2259,10000,121.4,36.2,554.1,54.1,66.1,26.5,42.6,56.0,36.5,31.0,212.5,29.9,63.1
City2260,354522,4641.7,30.5,745.3,44.2,36.1,35.2,33.8,64.3,32.6,45.2,278.8,41.4,53.5
City2261,494565,2644.8,55.3,529.8,71.6,60.2,47.9,61.9,65.7,67.6,57.0,360.7,69.3,68.8
City2262,472603,248.2,50.6,452.0,54.3,60.9,70.9,70.3,65.1,58.3,69.9,271.3,59.4,74.9
City2263,1513741,389.1,26.3,527.8,48.1,32.6,31.2,28.2,64.6,43.2,25.6,187.0,29.2,56.4
City2264,59905,1250.3,49.1,581.0,52.2,40.9,44.1,56.3,64.1,37.7,55.9,275.4,65.5,59.3
City2265,695441,205.1,43.1,401.5,40.7,58.3,41.5,44.4,58.6,35.9,41.8,141.5,28.2,63.4
City2266,1424755,111.3,39.7,571.6,30.8,41.5,26.5,22.8,60.1,20.8,33.7,136.4,52.4,82.8
City2267,22247,698.4,47.9,712.0,33.0,65.2,43.3,37.8,71.5,48.1,64.3,261.7,36.8,86.9
City2268,419791,268.8,26.9,789.2,37.5,40.3,11.9,19.6,56.2,14.0,19.3,93.0,30.7,41.4
City2269,132474,304.8,41.9,400.6,57.1,46.4,46.0,61.4,72.7,56.7,39.5,270.9,63.9,57.9
City2270,239394,89.9,69.9,376.6,80.5,58.3,56.8,63.1,74.6,56.3,54.5,287.7,70.6,93.1
City2271,436588,50.0,24.9,693.6,27.8,25.0,20.6,22.5,53.1,39.0,30.3,160.2,29.6,43.3
City2272,135656,324.9,49.7,596.6,60.2,50.6,46.8,48.8,58.2,53.3,49.7,251.5,41.7,62.9
City2273,104193,724.8,66.5,685.9,61.9,68.7,59.9,48.0,61.7,44.5,38.5,252.0,43.0,60.1
City2274,281479,186.6,63.6,467.6,60.0,74.4,68.9,58.1,66.8,76.1,63.6,363.7,65.4,88.7
City2275,58562,1371.6,56.7,564.4,53.6,39.0,58.3,59.1,70.8,47.7,50.4,255.6,38.0,53.4
City2276,58679,105.1,74.0,546.0,62.1,59.9,63.4,63.1,76.5,62.7,62.3,311.0,64.5,63.2
City2277,694621,69.0,43.0,397.6,30.1,42.8,26.5,43.8,61.6,28.3,46.2,217.3,37.8,53.3
City2278,53727,225.7,33.0,763.0,41.4,68.2,36.9,49.7,53.3,28.0,44.2,212.1,54.8,72.6
City2279,682035,221.6,22.1,556.9,25.9,57.4,19.0,25.7,52.9,23.1,24.1,110.5,17.9,52.5
City2280,512793,616.4,32.7,750.3,24.0,42.4,33.6,25.6,57.2,41.9,30.1,240.4,33.0,68.8
City2281,23953,96.5,64.5,450.7,54.4,49.0,55.1,58.5,63.3,41.6,65.3,308.1,53.7,71.2
City2282,103923,1263.6,35.8,663.2,43.5,38.9,39.8,37.0,63.6,31.5,31.2,155.8,35.7,55.4
City2283,1427953,2592.3,61.8,425.3,60.9,61.1,64.0,56.9,69.0,70.2,65.2,300.1,46.7,56.9
City2284,67939,233.5,55.4,332.5,64.1,53.9,46.0,54.0,63.3,61.6,69.5,318.5,54.4,54.3
City2285,140061,1096.3,79.7,130.3,65.5,59.3,77.3,91.3,78.8,82.5,74.4,424.9,80.2,107.9
City2286,512412,68.9,21.2,580.8,56.1,46.5,37.9,43.7,57.0,32.2,50.8,156.8,26.5,82.9
City2287,803511,889.1,59.8,299.3,52.7,74.3,59.6,56.1,76.1,51.9,47.8,329.2,50.8,61.2
City2288,188687,859.8,54.9,388.6,49.2,49.6,50.5,48.7,68.6,50.2,40.8,239.1,61.8,88.0
City2289,116248,689.6,40.4,684.4,42.3,43.2,38.8,35.0,78.0,28.6,26.0,195.0,61.4,65.3
City2290,1965619,240.2,33.9,449.5,44.9,27.5,34.6,35.9,66.1,39.5,35.6,192.1,44.2,59.4
City2291,3061634,50.0,44.5,387.8,33.1,59.3,43.9,31.3,60.1,41.1,36.8,254.2,36.7,83.8
City2292,1056425,113.3,30.7,678.5,18.1,60.4,16.7,12.2,50.5,19.0,37.6,127.3,18.8,76.4
City2293,302381,115.5,48.1,470.7,39.2,40.6,51.9,45.4,58.5,38.9,63.5,251.8,49.9,70.8
City2294,86545,75.6,58.1,678.7,38.9,42.9,47.4,55.3,70.0,36.9,45.5,176.3,65.0,78.7
City2295,83899,283.4,55.1,566.3,57.5,51.1,52.4,52.9,71.8,44.7,48.2,286.2,37.2,54.7
City2296,557668,148.0,40.1,482.8,42.6,48.8,39.8,43.8,61.0,33.6,44.9,265.8,34.8,54.2
City2297,482028,91.0,38.9,693.8,28.9,41.6,36.2,30.4,61.9,40.3,31.6,213.7,31.0,40.9
City2298,1909282,68.7,35.8,452.9,49.0,43.3,41.8,33.7,64.5,43.7,44.9,206.4,34.8,60.8
City2299,667056,103.7,28.3,554.0,30.9,21.8,24.4,25.0,50.6,22.5,27.9,69.3,9.8,56.3
City2300,32718,939.9,51.5,401.1,57.8,53.5,56.2,52.8,73.4,49.9,36.0,274.6,52.8,54.7
City2301,1170248,110.7,39.9,698.5,28.6,54.3,38.5,26.6,58.1,32.3,35.6,172.5,57.4,62.3
City2302,66351,131.9,64.9,412.4,50.6,79.8,55.8,49.2,68.0,44.6,59.5,331.9,40.1,83.4
City2303,156755,141.5,37.9,653.9,53.4,45.9,33.5,37.7,65.7,34.0,44.9,235.9,36.5,56.5
City2304,380895,367.5,45.8,443.2,49.9,64.3,40.7,37.4,60.7,27.3,46.0,256.5,33.9,61.9
City2305,4386027,423.1,34.3,728.5,23.8,37.9,26.3,21.4,54.2,24.4,20.7,177.0,24.4,78.7
City2306,10000000,50.0,81.5,406.0,78.8,79.1,74.3,77.5,82.2,61.0,83.4,336.6,60.3,80.7
City2307,627445,833.8,81.3,509.8,73.2,57.0,78.5,64.3,78.8,59.7,68.0,298.0,42.5,82.9
City2308,207632,1371.5,58.3,352.6,57.9,55.7,56.1,67.0,69.9,47.1,34.7,233.4,45.2,75.2
City2309,567109,69.4,71.2,452.4,75.9,49.3,64.4,63.9,64.7,53.9,58.4,270.7,44.9,76.5
City2310,929793,76.2,50.8,546.2,40.7,54.0,41.3,51.1,71.5,43.3,38.8,261.3,52.1,75.5
City2311,171281,142.6,30.3,465.5,45.9,42.3,33.2,29.9,61.5,49.0,39.4,139.8,43.9,67.1
City2312,3312772,98.8,36.4,666.5,50.8,53.3,46.3,40.6,74.3,42.5,46.1,176.2,55.2,78.6
City2313,370311,320.1,31.6,439.3,43.2,41.2,39.3,45.3,60.8,45.3,22.5,157.6,34.9,74.5
City2314,538660,50.0,38.4,668.3,21.9,45.2,26.8,26.2,60.6,27.8,21.6,140.6,21.1,48.1
City2315,681665,64.0,42.2,577.8,40.4,33.0,31.2,34.4,69.9,18.9,40.8,168.5,26.7,71.1
City2316,484184,1551.6,74.4,375.4,64.1,52.5,56.2,66.7,63.8,47.8,63.8,285.2,55.9,78.8
City2317,868494,80.3,37.6,568.3,26.5,44.6,24.3,43.9,55.3,27.5,47.1,151.4,17.4,71.8
City2318,113079,1088.0,29.3,504.1,28.9,60.4,25.2,31.6,52.7,24.2,34.3,122.2,32.0,79.6
City2319,122808,374.8,40.7,441.0,46.3,43.6,41.4,44.9,55.1,45.1,38.9,249.0,28.3,64.6
City2320,57514,50.0,85.7,485.4,71.3,55.0,88.4,78.0,79.3,89.2,80.1,356.7,69.1,84.6
City2321,496481,524.5,40.2,597.0,45.1,40.5,22.4,38.6,59.1,45.3,43.5,171.9,32.0,75.7
City2322,798516,212.5,65.1,318.2,75.2,70.4,63.4,61.5,88.0,62.6,76.2,343.2,65.0,70.9
City2323,509345,141.7,11.8,878.2,29.0,28.7,21.7,13.6,53.2,26.7,26.1,61.6,9.0,34.3
City2324,2797647,328.3,8.8,728.2,28.4,30.7,6.0,13.9,57.1,12.0,5.5,98.8,16.4,43.2
City2325,266243,432.5,68.5,395.1,76.6,72.2,64.7,66.8,85.4,76.7,57.4,357.3,64.8,103.6
City2326,684359,572.0,57.1,533.0,57.5,54.1,52.4,67.5,65.4,50.2,39.2,310.0,58.4,87.8
City2327,58198,1006.2,86.6,372.5,56.5,70.9,77.1,71.6,85.8,63.9,88.9,382.0,58.5,76.0
City2328,156070,399.3,75.7,502.1,49.4,60.6,68.1,76.5,74.3,75.5,63.8,265.6,54.9,68.1
City2329,710520,50.0,41.1,412.2,55.5,45.9,45.4,48.6,65.4,53.3,41.9,230.3,42.7,54.7
City2330,880938,138.6,25.8,614.1,35.8,65.0,34.4,29.0,60.3,23.6,22.2,144.7,28.6,59.7
City2331,177805,8363.7,78.2,364.9,72.2,81.0,68.6,82.9,81.9,60.5,55.2,355.3,60.5,94.8
City2332,242743,583.7,48.9,684.2,45.7,54.3,46.8,55.7,66.8,52.1,41.9,271.4,40.9,62.5
City2333,32047,4201.3,24.9,612.4,26.0,49.7,31.5,27.2,54.4,28.9,37.0,127.5,20.4,67.1
City2334,162780,1305.7,26.9,519.0,36.1,37.9,28.1,24.8,67.6,32.4,40.0,170.0,17.9,78.2
City2335,933350,327.1,10.8,695.1,42.9,28.1,17.4,31.9,52.3,9.9,24.7,56.4,18.7,39.1
City2336,600361,351.3,54.7,518.8,48.0,59.5,72.4,61.5,76.6,56.7,51.7,309.1,70.0,71.4
City2337,540868,234.2,18.3,883.9,27.6,44.6,20.0,15.0,46.6,40.1,30.4,76.5,12.9,35.1
City2338,287702,50.0,75.1,397.4,58.7,57.3,66.7,83.6,84.9,63.7,73.0,440.0,75.2,63.7
City2339,271003,250.0,59.4,425.4,63.0,55.2,56.9,56.0,69.5,50.8,63.1,299.8,55.7,67.4
City2340,106462,1046.1,55.0,366.6,50.0,53.9,73.5,67.8,74.4,52.0,50.3,274.1,73.2,82.6
City2341,713801,119.2,53.6,610.4,65.8,54.8,58.0,47.5,72.3,42.9,37.7,271.6,37.1,64.8
City2342,483768,401.2,12.2,696.5,35.6,26.5,27.2,16.0,52.2,11.0,25.5,156.0,8.9,55.3
City2343,534360,679.9,40.5,401.7,56.5,46.5,34.8,54.4,56.9,54.9,38.4,265.5,49.6,63.8
City2344,128482,82.1,20.4,592.6,41.0,48.0,21.4,41.7,65.3,29.8,42.0,106.4,33.4,82.4
City2345,13165,142.4,60.8,482.1,50.2,64.9,43.1,47.8,62.2,42.8,37.3,185.1,31.5,52.3
City2346,1246703,72.1,29.6,730.4,15.1,24.2,8.7,11.4,52.1,4.7,19.9,19.9,29.8,34.8
City2347,137259,91.2,12.7,779.6,19.5,50.1,16.6,11.3,70.6,12.5,23.6,66.4,29.7,65.0
City2348,80186,52.2,18.1,733.9,31.0,19.3,14.6,14.7,52.4,19.6,2.9,52.8,20.9,54.1
City2349,708475,83.1,56.0,657.4,72.3,69.7,53.4,59.9,69.3,53.6,55.3,303.4,50.2,66.4
City2350,155000,1343.9,46.8,494.3,44.5,53.4,55.0,50.9,62.9,57.9,64.5,330.4,56.4,63.6
City2351,1183410,81.6,75.7,242.5,65.9,75.2,64.6,82.7,71.9,64.7,62.8,414.4,57.3,81.8
City2352,636543,284.8,32.7,651.6,38.3,43.5,51.9,40.1,65.1,40.0,42.8,239.8,29.3,58.4
City2353,698714,133.8,26.4,507.7,53.4,33.5,45.1,30.0,67.3,38.3,57.3,203.3,31.9,74.7
City2354,39642,1006.9,26.5,769.7,28.9,43.1,29.4,24.6,56.1,20.4,34.7,164.9,31.7,67.6
City2355,1464056,1180.1,24.0,482.4,51.2,50.8,45.9,32.4,63.0,43.7,36.3,211.1,45.9,60.2
City2356,386833,690.1,28.7,600.2,23.4,47.9,36.3,20.3,47.9,35.5,27.0,194.1,19.7,65.8
City2357,160013,353.3,11.2,683.8,35.9,48.4,25.2,23.1,60.9,29.4,12.5,44.5,13.9,77.4
City2358,327991,185.4,54.0,480.0,48.2,47.4,60.3,60.2,75.4,59.5,65.3,249.9,53.2,75.7
City2359,22320,58.5,34.9,525.5,42.8,59.0,47.1,25.6,54.3,37.4,53.7,184.7,32.9,91.4
City2360,475496,2520.6,80.7,331.6,60.9,61.8,64.3,82.6,89.8,71.6,69.8,363.6,55.1,77.8
City2361,63505,98.3,51.9,389.1,67.0,41.8,52.9,60.3,62.3,43.7,42.0,297.1,35.4,49.1
City2362,40386,542.6,28.2,632.1,17.3,32.8,11.8,27.2,62.2,10.8,12.5,112.4,15.4,77.0
City2363,31846,872.6,43.3,442.2,43.3,71.6,43.8,63.3,82.1,51.5,58.7,310.0,58.7,98.1
City2364,1274116,125.7,63.2,295.7,50.3,76.4,67.5,63.5,77.4,56.2,51.9,302.6,61.1,82.5
City2365,111193,850.3,69.9,516.5,62.0,72.9,71.0,67.4,80.2,59.5,84.3,412.5,57.1,92.1
City2366,2297239,612.2,51.2,426.4,63.3,57.6,49.6,48.1,64.7,37.3,57.4,288.5,59.2,56.2
City2367,126738,1946.0,54.7,350.0,65.8,58.8,60.4,60.6,80.5,65.4,57.8,267.3,40.9,78.2
City2368,24580,139.3,48.5,519.4,33.5,55.7,46.6,41.2,61.0,31.7,30.6,180.1,50.2,80.7
City2369,56210,52.3,30.3,802.1,20.7,30.9,30.8,30.5,55.8,28.0,24.8,188.9,19.6,62.5
City2370,1513804,133.4,63.5,505.2,48.6,52.1,71.3,58.5,74.5,56.2,69.1,285.3,68.1,82.6
City2371,215721,314.4,37.9,638.6,27.7,43.4,48.6,37.1,65.6,39.5,30.9,232.2,57.4,62.5
City2372,124541,262.4,78.7,267.8,54.0,56.8,72.8,67.4,82.5,80.3,62.6,363.9,58.2,105.0
City2373,335717,152.6,87.1,218.2,77.0,55.0,76.4,68.8,86.7,77.7,84.0,392.3,79.8,86.3
City2374,541715,50.0,16.3,781.4,19.2,30.1,23.9,20.8,50.6,9.4,23.9,58.4,13.4,52.0
City2375,1282546,430.3,45.6,541.4,43.1,38.6,46.7,59.4,61.4,43.1,42.2,201.4,39.3,56.6
City2376,2038854,2609.2,32.1,586.7,41.2,56.6,20.5,41.6,55.1,23.0,37.4,187.2,36.3,73.4
City2377,162157,427.1,24.0,561.7,28.6,30.7,17.3,20.7,70.7,30.0,27.0,84.3,15.0,39.5
City2378,41920,508.2,37.8,632.9,42.5,28.0,32.0,26.9,57.4,28.8,20.6,196.4,45.2,75.6
City2379,150414,486.4,25.6,560.1,30.5,37.9,27.5,16.2,65.4,23.9,23.2,136.6,22.1,52.7
City2380,386308,394.0,24.0,649.5,20.5,26.3,25.5,21.5,67.4,37.4,20.2,167.3,39.2,71.7
City2381,69615,748.4,46.1,721.2,21.6,38.9,33.9,33.2,60.6,25.7,22.7,209.3,23.8,78.3
City2382,70262,393.3,93.4,255.0,91.9,93.7,76.3,81.6,74.0,68.2,72.6,407.7,80.7,76.4
City2383,434218,168.1,79.8,402.8,56.0,62.3,66.0,69.9,80.9,64.0,59.5,321.0,64.9,63.0
City2384,250668,94.1,55.8,332.9,48.8,54.6,48.8,46.9,66.3,42.4,65.0,254.7,71.5,52.7
City2385,280945,181.5,47.0,419.0,50.9,57.5,45.1,51.8,68.8,42.6,45.2,214.8,35.2,67.9
City2386,92791,356.7,42.0,522.7,44.9,57.3,29.0,35.3,68.5,36.3,19.5,131.6,46.0,57.3
City2387,194354,167.5,58.9,523.0,56.3,49.6,61.7,66.6,70.0,62.1,73.4,323.1,81.5,103.3
City2388,73575,356.8,46.0,465.1,50.8,48.2,45.4,42.8,57.8,42.4,38.9,182.9,31.0,64.6
City2389,933109,414.5,46.1,424.0,47.4,69.6,33.1,43.0,72.9,42.0,35.8,224.2,61.7,63.4
City2390,1143208,665.0,45.1,381.3,55.5,41.9,40.1,44.5,68.0,54.8,40.4,245.0,39.6,55.4
City2391,20238,1140.7,60.9,386.5,54.4,81.0,64.8,64.1,71.5,57.6,48.8,341.2,65.6,82.0
City2392,73034,268.7,52.0,631.3,58.7,37.5,42.2,34.7,66.5,36.6,29.8,156.0,22.8,60.4
City2393,33019,50.9,32.5,471.5,25.9,24.4,24.6,17.5,56.4,29.9,16.2,177.3,21.0,68.9
City2394,108008,161.7,9.0,793.1,18.8,41.0,8.2,11.7,56.2,0.0,12.6,161.3,17.8,56.9
City2395,238753,258.0,13.1,704.9,20.2,17.4,25.1,24.2,55.6,30.3,11.9,151.1,41.0,48.3
City2396,35259,50.0,38.5,434.2,56.1,39.0,56.3,45.2,66.5,55.3,52.2,273.0,60.0,71.3
City2397,73820,1295.2,30.7,795.1,25.1,46.8,28.7,24.8,48.5,23.5,24.2,125.8,29.6,53.9
City2398,65805,290.3,70.7,529.9,45.6,67.6,47.1,51.6,66.0,44.6,48.7,279.2,49.8,55.1
City2399,358675,386.7,57.6,455.5,67.4,76.6,67.5,55.0,69.0,54.7,54.1,331.4,40.3,56.5
City2400,295694,1259.7,42.2,556.9,58.8,42.2,46.7,49.5,63.0,52.0,49.6,206.1,41.0,68.6
City2401,97691,114.9,26.0,790.1,22.0,27.4,21.2,24.9,46.5,29.2,32.2,56.6,28.1,54.5
City2402,343708,487.3,23.9,683.9,21.7,48.0,29.1,19.5,55.0,22.5,21.3,168.1,35.2,64.8
City2403,124822,214.5,74.1,451.8,68.2,71.3,68.9,81.8,75.8,69.5,70.8,456.8,71.8,60.2
City2404,183447,196.2,76.4,469.4,76.2,60.7,74.8,78.5,77.4,71.9,81.3,352.5,50.9,89.2
City2405,2793575,96.9,63.2,374.4,61.3,52.7,76.1,74.6,84.7,67.3,63.2,349.5,66.0,79.9
City2406,1752660,1805.7,75.2,438.7,58.5,54.4,60.8,64.0,68.1,75.0,54.5,285.5,61.0,80.9
City2407,43503,155.9,70.8,343.2,54.5,64.8,67.9,68.2,75.2,67.7,76.7,409.0,51.3,78.5
City2408,857370,566.4,22.6,614.7,15.5,18.3,12.0,14.7,53.6,17.6,17.7,117.1,40.8,42.5
City2409,835641,50.0,22.9,549.4,33.9,34.4,29.7,24.0,52.5,27.1,26.3,176.7,31.5,62.3
City2410,53767,1008.3,39.9,634.0,68.1,45.5,45.6,52.1,64.8,36.6,47.3,276.7,44.4,51.7
City2411,844321,864.9,25.0,545.8,21.5,41.3,19.7,35.9,61.9,35.1,18.8,133.9,52.4,38.1
City2412,2310800,275.0,38.3,427.8,54.5,64.1,47.1,46.7,57.2,52.0,47.8,148.6,24.0,55.4
City2413,55739,186.4,39.4,643.9,39.9,53.9,40.9,37.0,66.0,47.3,46.4,119.2,54.1,70.2
City2414,74272,395.4,60.8,341.3,65.2,72.7,65.7,66.2,68.2,74.1,67.6,298.2,65.1,67.2
City2415,1115402,3814.4,48.3,439.7,33.9,29.7,28.0,35.3,68.1,40.9,35.3,164.9,39.7,69.3
City2416,392422,50.0,19.7,698.1,40.5,32.9,29.5,29.1,59.4,35.7,26.0,103.5,18.0,50.3
City2417,580744,625.4,79.3,495.1,73.9,69.5,66.9,69.0,86.5,63.7,70.0,383.7,60.6,60.3
City2418,432278,81.9,16.7,675.7,21.2,41.6,29.1,25.7,53.5,19.6,28.3,107.2,31.9,80.4
City2419,463691,238.9,31.4,687.1,41.4,54.9,45.7,51.7,60.0,39.8,53.0,196.2,33.2,58.6
City2420,41895,181.7,64.6,367.3,61.0,53.1,70.9,60.4,66.5,76.0,57.3,344.6,56.0,82.3
City2421,1162687,146.4,22.0,820.7,25.1,46.2,17.1,16.5,58.7,12.3,39.2,116.2,56.3,69.2
City2422,1379768,241.6,58.7,526.7,50.5,40.3,37.5,35.9,57.2,49.2,46.4,213.7,51.9,63.9
City2423,194629,62.7,19.8,694.4,23.4,22.4,22.3,15.2,52.9,26.7,29.9,179.1,12.4,50.6
City2424,252491,841.4,56.9,456.3,62.0,60.0,58.6,50.2,62.8,63.5,41.3,249.1,47.0,68.8
City2425,31459,50.0,54.0,525.4,55.0,82.7,58.6,58.8,83.6,63.7,40.9,288.8,64.2,79.7
City2426,551257,467.6,34.4,858.0,40.9,34.9,39.3,36.4,62.6,42.2,38.7,240.8,37.1,74.3
City2427,597721,165.4,38.1,522.7,46.8,44.1,46.7,46.7,61.2,34.3,33.2,178.0,45.9,41.6
City2428,245962,60.0,48.2,489.2,47.8,41.3,66.7,50.3,64.3,50.8,43.3,302.3,48.7,79.9
City2429,1295095,312.0,39.8,645.0,53.4,37.8,40.1,29.1,65.2,23.7,38.5,116.1,38.7,45.6
City2430,168096,50.0,37.0,524.4,26.0,44.1,28.8,31.4,64.7,34.1,47.8,170.3,25.0,59.6
City2431,591518,256.6,51.1,413.2,49.9,65.8,51.9,55.2,68.7,41.1,42.0,259.1,54.0,87.4
City2432,64374,50.0,59.1,424.4,33.8,56.1,43.8,46.4,57.9,43.0,39.6,231.5,57.1,63.7
City2433,259633,425.6,34.0,665.9,26.0,33.6,33.7,36.4,58.5,26.7,30.1,177.6,44.3,66.3
City2434,210218,80.7,57.1,473.8,56.5,42.9,49.1,59.7,60.6,56.8,62.5,362.4,52.0,52.8
City2435,367850,142.4,44.7,527.1,52.4,41.8,38.9,50.2,63.0,56.8,54.5,293.0,57.3,57.3
City2436,159957,348.2,44.1,503.6,44.5,65.9,41.1,46.8,67.1,42.6,73.5,223.0,41.2,79.2
City2437,223225,96.8,62.9,534.0,41.6,63.2,63.7,57.2,69.7,49.5,48.8,312.8,44.9,67.9
City2438,852958,228.3,38.6,512.5,32.0,35.4,43.8,35.4,58.4,27.0,38.7,205.3,65.1,68.0
City2439,145587,50.0,57.7,457.2,41.1,60.0,46.7,40.0,70.2,45.1,43.1,208.3,28.1,90.1
City2440,28304,521.7,30.0,433.0,53.6,31.7,33.2,50.7,73.0,46.7,51.7,177.5,55.6,76.8
City2441,3107774,2034.3,41.3,473.1,33.4,33.7,37.4,32.7,59.6,31.7,41.9,208.4,42.2,74.1
City2442,1856188,6978.9,29.4,436.7,48.8,57.7,42.8,40.1,61.0,42.3,43.6,160.6,50.9,47.8
City2443,43951,273.0,58.5,368.4,49.3,45.5,54.5,53.4,78.6,44.6,49.6,356.0,54.4,99.5
City2444,704744,630.1,39.8,572.3,54.2,33.6,34.2,45.3,65.2,54.3,34.5,198.6,49.4,77.6
City2445,132698,50.0,11.9,692.9,28.1,22.6,30.7,23.9,53.3,46.8,16.0,186.2,20.1,64.1
City2446,388047,1485.2,10.4,629.3,30.1,17.1,25.9,19.4,44.0,9.2,33.7,186.0,25.9,65.1
City2447,405109,621.1,35.3,620.2,40.9,38.4,23.6,26.9,49.9,31.2,29.4,101.1,35.9,53.0
City2448,193267,136.9,19.0,718.6,19.5,34.3,26.5,20.4,55.7,21.8,21.4,108.8,22.2,53.2
City2449,89565,1079.9,79.6,481.7,64.8,75.0,69.4,62.4,84.5,61.3,64.9,340.3,56.0,89.8
City2450,102052,180.3,53.5,591.4,56.4,62.7,44.4,43.4,79.1,42.4,53.2,213.1,45.1,73.4
City2451,74408,141.2,35.8,467.2,36.4,63.7,34.2,35.8,67.9,31.9,37.6,195.5,55.3,64.2
City2452,83738,432.9,62.1,365.7,81.3,76.1,67.2,69.5,79.5,63.2,55.6,330.7,76.7,82.4
City2453,244250,68.3,69.5,643.8,55.7,60.5,46.5,51.4,68.2,66.2,46.0,299.9,41.5,57.8
City2454,98512,833.8,27.7,622.3,41.5,54.1,14.7,16.0,69.8,19.1,17.6,141.3,45.8,85.9
City2455,697231,68.9,27.8,642.6,29.7,28.2,23.3,21.1,61.1,25.6,6.5,130.2,21.3,47.8
City2456,2152508,69.4,30.7,741.2,30.0,46.8,36.6,38.4,69.9,46.5,31.2,146.2,27.9,53.2
City2457,119124,82.1,41.3,577.4,34.7,43.2,33.1,40.8,61.1,45.4,34.1,220.3,50.6,62.3
City2458,375181,608.7,34.3,710.8,36.5,55.5,40.0,46.7,69.6,54.4,44.9,212.4,42.4,73.0
City2459,540126,116.7,47.2,502.9,59.1,51.5,67.4,50.9,81.9,60.9,55.5,322.1,75.9,58.8
City2460,519594,50.0,39.2,754.1,41.4,32.6,40.7,35.9,60.2,24.8,37.8,231.6,33.9,73.3
City2461,298443,118.3,78.2,448.4,73.5,69.0,84.9,79.5,79.7,77.3,62.7,415.2,62.8,91.5
City2462,758998,235.5,47.6,514.5,54.0,73.2,49.9,49.0,78.7,43.3,60.4,282.6,49.6,59.3
City2463,527101,59.3,45.3,593.6,59.0,56.1,47.7,43.7,60.1,41.5,38.1,226.8,51.1,96.6
City2464,47442,61.4,35.6,487.1,44.7,40.9,51.0,44.0,60.6,38.1,56.4,158.0,43.9,79.3
City2465,906021,3082.7,55.2,593.8,43.5,49.1,62.5,75.9,65.3,59.4,51.6,283.2,70.7,81.3
City2466,929318,87.1,60.0,349.9,37.5,36.6,42.2,52.2,70.5,33.0,44.5,254.8,62.2,73.8
City2467,92170,166.1,25.3,657.2,27.4,54.3,20.5,29.3,65.5,17.4,20.4,160.9,32.7,53.9
